Date,Close,Open,High,Low,Volume
2019-02-27,4289.385973317687,4289.385973317687,4289.385973317687,4289.385973317687,1000000
2019-02-28,4237.01927703969,4237.01927703969,4237.01927703969,4237.01927703969,1000000
2019-03-01,4245.86886782276,4245.86886782276,4245.86886782276,4245.86886782276,1000000
2019-03-04,4162.663844120925,4162.663844120925,4162.663844120925,4162.663844120925,1000000
2019-03-05,4107.375923680772,4107.375923680772,4107.375923680772,4107.375923680772,1000000
2019-03-06,4115.461754685921,4115.461754685921,4115.461754685921,4115.461754685921,1000000
2019-03-07,4145.853064356769,4145.853064356769,4145.853064356769,4145.853064356769,1000000
2019-03-08,4152.957741493819,4152.957741493819,4152.957741493819,4152.957741493819,1000000
2019-03-11,4148.154917197472,4148.154917197472,4148.154917197472,4148.154917197472,1000000
2019-03-12,4135.664669443022,4135.664669443022,4135.664669443022,4135.664669443022,1000000
2019-03-13,4074.5179578574503,4074.5179578574503,4074.5179578574503,4074.5179578574503,1000000
2019-03-14,4045.1877763178113,4045.1877763178113,4045.1877763178113,4045.1877763178113,1000000
2019-03-15,4026.5540730619655,4026.5540730619655,4026.5540730619655,4026.5540730619655,1000000
2019-03-18,4069.119671119027,4069.119671119027,4069.119671119027,4069.119671119027,1000000
2019-03-19,4083.10191053342,4083.10191053342,4083.10191053342,4083.10191053342,1000000
2019-03-20,4011.1151842663326,4011.1151842663326,4011.1151842663326,4011.1151842663326,1000000
2019-03-21,4024.114565572501,4024.114565572501,4024.114565572501,4024.114565572501,1000000
2019-03-22,4008.618413436829,4008.618413436829,4008.618413436829,4008.618413436829,1000000
2019-03-25,3981.4831934879594,3981.4831934879594,3981.4831934879594,3981.4831934879594,1000000
2019-03-26,4005.8369821267092,4005.8369821267092,4005.8369821267092,4005.8369821267092,1000000
2019-03-27,4047.1371422844018,4047.1371422844018,4047.1371422844018,4047.1371422844018,1000000
2019-03-28,4084.827325883864,4084.827325883864,4084.827325883864,4084.827325883864,1000000
2019-03-29,4050.54673917166,4050.54673917166,4050.54673917166,4050.54673917166,1000000
2019-04-01,4038.0219473645034,4038.0219473645034,4038.0219473645034,4038.0219473645034,1000000
2019-04-02,4051.398437428172,4051.398437428172,4051.398437428172,4051.398437428172,1000000
2019-04-03,4090.9216574648144,4090.9216574648144,4090.9216574648144,4090.9216574648144,1000000
2019-04-04,4071.3190147918094,4071.3190147918094,4071.3190147918094,4071.3190147918094,1000000
2019-04-05,4063.7602455722276,4063.7602455722276,4063.7602455722276,4063.7602455722276,1000000
2019-04-08,4018.801444715709,4018.801444715709,4018.801444715709,4018.801444715709,1000000
2019-04-09,3970.72827562537,3970.72827562537,3970.72827562537,3970.72827562537,1000000
2019-04-10,4002.991468201934,4002.991468201934,4002.991468201934,4002.991468201934,1000000
2019-04-11,4057.281640833963,4057.281640833963,4057.281640833963,4057.281640833963,1000000
2019-04-12,4054.359987391542,4054.359987391542,4054.359987391542,4054.359987391542,1000000
2019-04-16,4095.046823663987,4095.046823663987,4095.046823663987,4095.046823663987,1000000
2019-04-17,4109.855988220926,4109.855988220926,4109.855988220926,4109.855988220926,1000000
2019-04-18,4083.3424953550907,4083.3424953550907,4083.3424953550907,4083.3424953550907,1000000
2019-04-19,4098.099515691161,4098.099515691161,4098.099515691161,4098.099515691161,1000000
2019-04-22,4161.1297847726555,4161.1297847726555,4161.1297847726555,4161.1297847726555,1000000
2019-04-23,4159.6390167885465,4159.6390167885465,4159.6390167885465,4159.6390167885465,1000000
2019-04-24,4224.722544769493,4224.722544769493,4224.722544769493,4224.722544769493,1000000
2019-04-25,4114.045582741518,4114.045582741518,4114.045582741518,4114.045582741518,1000000
2019-04-26,4147.859026417209,4147.859026417209,4147.859026417209,4147.859026417209,1000000
2019-05-02,4151.469616094358,4151.469616094358,4151.469616094358,4151.469616094358,1000000
2019-05-03,4139.056416789878,4139.056416789878,4139.056416789878,4139.056416789878,1000000
2019-05-06,4142.854447099167,4142.854447099167,4142.854447099167,4142.854447099167,1000000
2019-05-07,4060.512359931464,4060.512359931464,4060.512359931464,4060.512359931464,1000000
2019-05-08,4051.5925557745268,4051.5925557745268,4051.5925557745268,4051.5925557745268,1000000
2019-05-09,4066.0613021376316,4066.0613021376316,4066.0613021376316,4066.0613021376316,1000000
2019-05-10,4126.153379977463,4126.153379977463,4126.153379977463,4126.153379977463,1000000
2019-05-13,4104.768755848749,4104.768755848749,4104.768755848749,4104.768755848749,1000000
2019-05-14,4071.5819630441533,4071.5819630441533,4071.5819630441533,4071.5819630441533,1000000
2019-05-15,4051.1525137592616,4051.1525137592616,4051.1525137592616,4051.1525137592616,1000000
2019-05-16,4088.2368496615545,4088.2368496615545,4088.2368496615545,4088.2368496615545,1000000
2019-05-17,4101.676973670333,4101.676973670333,4101.676973670333,4101.676973670333,1000000
2019-05-20,4079.947921376751,4079.947921376751,4079.947921376751,4079.947921376751,1000000
2019-05-21,4100.888965345162,4100.888965345162,4100.888965345162,4100.888965345162,1000000
2019-05-22,4104.870007854204,4104.870007854204,4104.870007854204,4104.870007854204,1000000
2019-05-23,4144.631625553171,4144.631625553171,4144.631625553171,4144.631625553171,1000000
2019-05-24,4115.5341109961555,4115.5341109961555,4115.5341109961555,4115.5341109961555,1000000
2019-05-27,4102.0490635841015,4102.0490635841015,4102.0490635841015,4102.0490635841015,1000000
2019-05-28,4085.964594760307,4085.964594760307,4085.964594760307,4085.964594760307,1000000
2019-05-29,4026.1658921406042,4026.1658921406042,4026.1658921406042,4026.1658921406042,1000000
2019-05-30,4038.0881857354907,4038.0881857354907,4038.0881857354907,4038.0881857354907,1000000
2019-05-31,4048.629827839627,4048.629827839627,4048.629827839627,4048.629827839627,1000000
2019-06-03,4048.836852770488,4048.836852770488,4048.836852770488,4048.836852770488,1000000
2019-06-04,4039.3388024625374,4039.3388024625374,4039.3388024625374,4039.3388024625374,1000000
2019-06-05,3982.167182880193,3982.167182880193,3982.167182880193,3982.167182880193,1000000
2019-06-06,3965.416382880711,3965.416382880711,3965.416382880711,3965.416382880711,1000000
2019-06-07,3951.826325295848,3951.826325295848,3951.826325295848,3951.826325295848,1000000
2019-06-10,3920.1217209688834,3920.1217209688834,3920.1217209688834,3920.1217209688834,1000000
2019-06-11,3913.7991247530454,3913.7991247530454,3913.7991247530454,3913.7991247530454,1000000
2019-06-12,3929.61286365061,3929.61286365061,3929.61286365061,3929.61286365061,1000000
2019-06-13,4003.732667456943,4003.732667456943,4003.732667456943,4003.732667456943,1000000
2019-06-14,4010.722296379423,4010.722296379423,4010.722296379423,4010.722296379423,1000000
2019-06-17,4021.0519273245536,4021.0519273245536,4021.0519273245536,4021.0519273245536,1000000
2019-06-18,4018.058418393824,4018.058418393824,4018.058418393824,4018.058418393824,1000000
2019-06-19,3940.9610700477833,3940.9610700477833,3940.9610700477833,3940.9610700477833,1000000
2019-06-20,3939.9161685381687,3939.9161685381687,3939.9161685381687,3939.9161685381687,1000000
2019-06-21,3942.28918831798,3942.28918831798,3942.28918831798,3942.28918831798,1000000
2019-06-24,4039.3973158005824,4039.3973158005824,4039.3973158005824,4039.3973158005824,1000000
2019-06-25,4031.6270921525656,4031.6270921525656,4031.6270921525656,4031.6270921525656,1000000
2019-06-26,4043.7843565017533,4043.7843565017533,4043.7843565017533,4043.7843565017533,1000000
2019-06-27,4042.380687388548,4042.380687388548,4042.380687388548,4042.380687388548,1000000
2019-06-28,3995.1382720980646,3995.1382720980646,3995.1382720980646,3995.1382720980646,1000000
2019-07-01,4040.795623743022,4040.795623743022,4040.795623743022,4040.795623743022,1000000
2019-07-02,4071.1797008213075,4071.1797008213075,4071.1797008213075,4071.1797008213075,1000000
2019-07-03,4103.384032876335,4103.384032876335,4103.384032876335,4103.384032876335,1000000
2019-07-04,4066.0683732593075,4066.0683732593075,4066.0683732593075,4066.0683732593075,1000000
2019-07-05,4123.106949078161,4123.106949078161,4123.106949078161,4123.106949078161,1000000
2019-07-08,4065.3071304924465,4065.3071304924465,4065.3071304924465,4065.3071304924465,1000000
2019-07-09,4089.1646737725096,4089.1646737725096,4089.1646737725096,4089.1646737725096,1000000
2019-07-10,4178.736011417794,4178.736011417794,4178.736011417794,4178.736011417794,1000000
2019-07-11,4137.344113293383,4137.344113293383,4137.344113293383,4137.344113293383,1000000
2019-07-12,4113.914427513949,4113.914427513949,4113.914427513949,4113.914427513949,1000000
2019-07-15,4118.013999399504,4118.013999399504,4118.013999399504,4118.013999399504,1000000
2019-07-16,4097.280801479431,4097.280801479431,4097.280801479431,4097.280801479431,1000000
2019-07-17,4033.745766422796,4033.745766422796,4033.745766422796,4033.745766422796,1000000
2019-07-18,4036.511422516367,4036.511422516367,4036.511422516367,4036.511422516367,1000000
2019-07-19,3993.631411769997,3993.631411769997,3993.631411769997,3993.631411769997,1000000
2019-07-22,4012.544947843609,4012.544947843609,4012.544947843609,4012.544947843609,1000000
2019-07-23,3975.6526371836108,3975.6526371836108,3975.6526371836108,3975.6526371836108,1000000
2019-07-24,4037.272645231307,4037.272645231307,4037.272645231307,4037.272645231307,1000000
2019-07-25,4005.6505743169423,4005.6505743169423,4005.6505743169423,4005.6505743169423,1000000
2019-07-26,3992.749915343396,3992.749915343396,3992.749915343396,3992.749915343396,1000000
2019-07-29,4025.231623351227,4025.231623351227,4025.231623351227,4025.231623351227,1000000
2019-07-30,3975.6864836455816,3975.6864836455816,3975.6864836455816,3975.6864836455816,1000000
2019-07-31,3984.7295775213474,3984.7295775213474,3984.7295775213474,3984.7295775213474,1000000
2019-08-01,4036.8156814716667,4036.8156814716667,4036.8156814716667,4036.8156814716667,1000000
2019-08-02,3971.9245461818714,3971.9245461818714,3971.9245461818714,3971.9245461818714,1000000
2019-08-05,3979.258063729479,3979.258063729479,3979.258063729479,3979.258063729479,1000000
2019-08-06,3989.599470775855,3989.599470775855,3989.599470775855,3989.599470775855,1000000
2019-08-07,4020.791071930687,4020.791071930687,4020.791071930687,4020.791071930687,1000000
2019-08-08,3971.0558681835178,3971.0558681835178,3971.0558681835178,3971.0558681835178,1000000
2019-08-09,3918.619798362817,3918.619798362817,3918.619798362817,3918.619798362817,1000000
2019-08-12,3939.0727038889654,3939.0727038889654,3939.0727038889654,3939.0727038889654,1000000
2019-08-13,3950.7711460870273,3950.7711460870273,3950.7711460870273,3950.7711460870273,1000000
2019-08-14,3960.6675453415037,3960.6675453415037,3960.6675453415037,3960.6675453415037,1000000
2019-08-15,3974.3892071364676,3974.3892071364676,3974.3892071364676,3974.3892071364676,1000000
2019-08-16,3947.362377996192,3947.362377996192,3947.362377996192,3947.362377996192,1000000
2019-08-19,3956.530273059431,3956.530273059431,3956.530273059431,3956.530273059431,1000000
2019-08-20,3968.1257741874974,3968.1257741874974,3968.1257741874974,3968.1257741874974,1000000
2019-08-21,3939.779411450519,3939.779411450519,3939.779411450519,3939.779411450519,1000000
2019-08-22,4013.2868115046917,4013.2868115046917,4013.2868115046917,4013.2868115046917,1000000
2019-08-23,4032.303085628212,4032.303085628212,4032.303085628212,4032.303085628212,1000000
2019-08-26,3984.266117951313,3984.266117951313,3984.266117951313,3984.266117951313,1000000
2019-08-27,4010.4249609262974,4010.4249609262974,4010.4249609262974,4010.4249609262974,1000000
2019-08-28,3971.336083933928,3971.336083933928,3971.336083933928,3971.336083933928,1000000
2019-08-29,4002.593858813441,4002.593858813441,4002.593858813441,4002.593858813441,1000000
2019-08-30,4048.967734307275,4048.967734307275,4048.967734307275,4048.967734307275,1000000
2019-09-03,4015.7385720360494,4015.7385720360494,4015.7385720360494,4015.7385720360494,1000000
2019-09-04,4054.4252388519017,4054.4252388519017,4054.4252388519017,4054.4252388519017,1000000
2019-09-05,4071.161132934782,4071.161132934782,4071.161132934782,4071.161132934782,1000000
2019-09-06,4104.628526657819,4104.628526657819,4104.628526657819,4104.628526657819,1000000
2019-09-09,4182.484832515476,4182.484832515476,4182.484832515476,4182.484832515476,1000000
2019-09-10,4172.22151178286,4172.22151178286,4172.22151178286,4172.22151178286,1000000
2019-09-11,4140.77396939145,4140.77396939145,4140.77396939145,4140.77396939145,1000000
2019-09-12,4103.9411874355355,4103.9411874355355,4103.9411874355355,4103.9411874355355,1000000
2019-09-13,4070.460813139504,4070.460813139504,4070.460813139504,4070.460813139504,1000000
2019-09-16,4067.322418271542,4067.322418271542,4067.322418271542,4067.322418271542,1000000
2019-09-17,4081.1981690236353,4081.1981690236353,4081.1981690236353,4081.1981690236353,1000000
2019-09-18,4092.4904688597485,4092.4904688597485,4092.4904688597485,4092.4904688597485,1000000
2019-09-19,4126.342864486553,4126.342864486553,4126.342864486553,4126.342864486553,1000000
2019-09-20,4126.879367124306,4126.879367124306,4126.879367124306,4126.879367124306,1000000
2019-09-23,4186.864965048631,4186.864965048631,4186.864965048631,4186.864965048631,1000000
2019-09-24,4175.784140820184,4175.784140820184,4175.784140820184,4175.784140820184,1000000
2019-09-25,4289.372533482114,4289.372533482114,4289.372533482114,4289.372533482114,1000000
2019-09-26,4316.209736848113,4316.209736848113,4316.209736848113,4316.209736848113,1000000
2019-09-27,4279.213018937943,4279.213018937943,4279.213018937943,4279.213018937943,1000000
2019-09-30,4233.387247742082,4233.387247742082,4233.387247742082,4233.387247742082,1000000
2019-10-01,4253.8121734428605,4253.8121734428605,4253.8121734428605,4253.8121734428605,1000000
2019-10-02,4244.3064862775545,4244.3064862775545,4244.3064862775545,4244.3064862775545,1000000
2019-10-03,4274.610855560359,4274.610855560359,4274.610855560359,4274.610855560359,1000000
2019-10-04,4294.839922432975,4294.839922432975,4294.839922432975,4294.839922432975,1000000
2019-10-07,4291.712037217114,4291.712037217114,4291.712037217114,4291.712037217114,1000000
2019-10-08,4255.3700892883735,4255.3700892883735,4255.3700892883735,4255.3700892883735,1000000
2019-10-09,4190.907733590676,4190.907733590676,4190.907733590676,4190.907733590676,1000000
2019-10-10,4172.194703932861,4172.194703932861,4172.194703932861,4172.194703932861,1000000
2019-10-11,4207.925329074169,4207.925329074169,4207.925329074169,4207.925329074169,1000000
2019-10-14,4216.934233961387,4216.934233961387,4216.934233961387,4216.934233961387,1000000
2019-10-15,4164.402248936149,4164.402248936149,4164.402248936149,4164.402248936149,1000000
2019-10-16,4171.614199307024,4171.614199307024,4171.614199307024,4171.614199307024,1000000
2019-10-17,4187.68815383219,4187.68815383219,4187.68815383219,4187.68815383219,1000000
2019-10-18,4150.674960679631,4150.674960679631,4150.674960679631,4150.674960679631,1000000
2019-10-21,4157.05559016039,4157.05559016039,4157.05559016039,4157.05559016039,1000000
2019-10-22,4159.47535894451,4159.47535894451,4159.47535894451,4159.47535894451,1000000
2019-10-23,4111.93379104619,4111.93379104619,4111.93379104619,4111.93379104619,1000000
2019-10-24,4126.645770416443,4126.645770416443,4126.645770416443,4126.645770416443,1000000
2019-10-25,4149.787361354967,4149.787361354967,4149.787361354967,4149.787361354967,1000000
2019-10-28,4194.7316849612525,4194.7316849612525,4194.7316849612525,4194.7316849612525,1000000
2019-10-29,4238.935853534733,4238.935853534733,4238.935853534733,4238.935853534733,1000000
2019-10-30,4180.537332753234,4180.537332753234,4180.537332753234,4180.537332753234,1000000
2019-10-31,4141.331206843674,4141.331206843674,4141.331206843674,4141.331206843674,1000000
2019-11-01,4162.660523090837,4162.660523090837,4162.660523090837,4162.660523090837,1000000
2019-11-04,4184.047688042647,4184.047688042647,4184.047688042647,4184.047688042647,1000000
2019-11-05,4205.597528853853,4205.597528853853,4205.597528853853,4205.597528853853,1000000
2019-11-06,4367.627909218202,4367.627909218202,4367.627909218202,4367.627909218202,1000000
2019-11-07,4392.562282494316,4392.562282494316,4392.562282494316,4392.562282494316,1000000
2019-11-08,4442.442710497854,4442.442710497854,4442.442710497854,4442.442710497854,1000000
2019-11-11,4484.823692298179,4484.823692298179,4484.823692298179,4484.823692298179,1000000
2019-11-12,4514.037441466298,4514.037441466298,4514.037441466298,4514.037441466298,1000000
2019-11-13,4499.806069721805,4499.806069721805,4499.806069721805,4499.806069721805,1000000
2019-11-14,4533.958212772882,4533.958212772882,4533.958212772882,4533.958212772882,1000000
2019-11-15,4498.918640487976,4498.918640487976,4498.918640487976,4498.918640487976,1000000
2019-11-18,4488.264364045205,4488.264364045205,4488.264364045205,4488.264364045205,1000000
2019-11-19,4466.479964891926,4466.479964891926,4466.479964891926,4466.479964891926,1000000
2019-11-20,4470.136856924044,4470.136856924044,4470.136856924044,4470.136856924044,1000000
2019-11-21,4573.605262624866,4573.605262624866,4573.605262624866,4573.605262624866,1000000
2019-11-22,4488.203923509327,4488.203923509327,4488.203923509327,4488.203923509327,1000000
2019-11-25,4519.004680299199,4519.004680299199,4519.004680299199,4519.004680299199,1000000
2019-11-26,4446.125974600211,4446.125974600211,4446.125974600211,4446.125974600211,1000000
2019-11-27,4425.143289332931,4425.143289332931,4425.143289332931,4425.143289332931,1000000
2019-11-28,4473.330913598783,4473.330913598783,4473.330913598783,4473.330913598783,1000000
2019-11-29,4476.206371564247,4476.206371564247,4476.206371564247,4476.206371564247,1000000
2019-12-02,4427.964291145375,4427.964291145375,4427.964291145375,4427.964291145375,1000000
2019-12-03,4396.290898326105,4396.290898326105,4396.290898326105,4396.290898326105,1000000
2019-12-04,4426.167992307749,4426.167992307749,4426.167992307749,4426.167992307749,1000000
2019-12-05,4393.8407382281885,4393.8407382281885,4393.8407382281885,4393.8407382281885,1000000
2019-12-06,4403.351583918635,4403.351583918635,4403.351583918635,4403.351583918635,1000000
2019-12-09,4405.35827225286,4405.35827225286,4405.35827225286,4405.35827225286,1000000
2019-12-10,4376.6529424375785,4376.6529424375785,4376.6529424375785,4376.6529424375785,1000000
2019-12-11,4470.485934507252,4470.485934507252,4470.485934507252,4470.485934507252,1000000
2019-12-12,4498.825195236145,4498.825195236145,4498.825195236145,4498.825195236145,1000000
2019-12-13,4407.717570308136,4407.717570308136,4407.717570308136,4407.717570308136,1000000
2019-12-16,4415.935949900825,4415.935949900825,4415.935949900825,4415.935949900825,1000000
2019-12-17,4386.71188349154,4386.71188349154,4386.71188349154,4386.71188349154,1000000
2019-12-18,4424.105677887889,4424.105677887889,4424.105677887889,4424.105677887889,1000000
2019-12-19,4389.043722900449,4389.043722900449,4389.043722900449,4389.043722900449,1000000
2019-12-20,4384.007890318367,4384.007890318367,4384.007890318367,4384.007890318367,1000000
2019-12-23,4406.146572473974,4406.146572473974,4406.146572473974,4406.146572473974,1000000
2019-12-24,4444.293015287915,4444.293015287915,4444.293015287915,4444.293015287915,1000000
2019-12-25,4390.948325906384,4390.948325906384,4390.948325906384,4390.948325906384,1000000
2019-12-26,4376.2605494910895,4376.2605494910895,4376.2605494910895,4376.2605494910895,1000000
2019-12-27,4355.4757052070945,4355.4757052070945,4355.4757052070945,4355.4757052070945,1000000
2019-12-30,4327.02010920733,4327.02010920733,4327.02010920733,4327.02010920733,1000000
2019-12-31,4403.411669203147,4403.411669203147,4403.411669203147,4403.411669203147,1000000
2020-01-02,4421.24468112174,4421.24468112174,4421.24468112174,4421.24468112174,1000000
2020-01-03,4365.497916355584,4365.497916355584,4365.497916355584,4365.497916355584,1000000
2020-01-06,4405.56716052928,4405.56716052928,4405.56716052928,4405.56716052928,1000000
2020-01-07,4499.060177040006,4499.060177040006,4499.060177040006,4499.060177040006,1000000
2020-01-08,4545.511410419235,4545.511410419235,4545.511410419235,4545.511410419235,1000000
2020-01-09,4476.448275250313,4476.448275250313,4476.448275250313,4476.448275250313,1000000
2020-01-10,4454.771787447317,4454.771787447317,4454.771787447317,4454.771787447317,1000000
2020-01-13,4511.209787893307,4511.209787893307,4511.209787893307,4511.209787893307,1000000
2020-01-14,4479.285333694381,4479.285333694381,4479.285333694381,4479.285333694381,1000000
2020-01-15,4499.165272247421,4499.165272247421,4499.165272247421,4499.165272247421,1000000
2020-01-16,4534.0173385663165,4534.0173385663165,4534.0173385663165,4534.0173385663165,1000000
2020-01-17,4491.990150268512,4491.990150268512,4491.990150268512,4491.990150268512,1000000
2020-01-20,4489.316277137304,4489.316277137304,4489.316277137304,4489.316277137304,1000000
2020-01-21,4343.805534854047,4343.805534854047,4343.805534854047,4343.805534854047,1000000
2020-01-22,4299.308127791408,4299.308127791408,4299.308127791408,4299.308127791408,1000000
2020-01-30,4288.44944473035,4288.44944473035,4288.44944473035,4288.44944473035,1000000
2020-01-31,4234.938893791939,4234.938893791939,4234.938893791939,4234.938893791939,1000000
2020-02-03,4304.070515008796,4304.070515008796,4304.070515008796,4304.070515008796,1000000
2020-02-04,4242.516221637052,4242.516221637052,4242.516221637052,4242.516221637052,1000000
2020-02-05,4223.847262906513,4223.847262906513,4223.847262906513,4223.847262906513,1000000
2020-02-06,4229.369545201719,4229.369545201719,4229.369545201719,4229.369545201719,1000000
2020-02-07,4290.326318752608,4290.326318752608,4290.326318752608,4290.326318752608,1000000
2020-02-10,4228.72314697955,4228.72314697955,4228.72314697955,4228.72314697955,1000000
2020-02-11,4277.9101218042015,4277.9101218042015,4277.9101218042015,4277.9101218042015,1000000
2020-02-12,4278.347882957329,4278.347882957329,4278.347882957329,4278.347882957329,1000000
2020-02-13,4236.355528364176,4236.355528364176,4236.355528364176,4236.355528364176,1000000
2020-02-14,4255.931874442891,4255.931874442891,4255.931874442891,4255.931874442891,1000000
2020-02-17,4264.403719475972,4264.403719475972,4264.403719475972,4264.403719475972,1000000
2020-02-18,4238.80804864149,4238.80804864149,4238.80804864149,4238.80804864149,1000000
2020-02-19,4241.766825038167,4241.766825038167,4241.766825038167,4241.766825038167,1000000
2020-02-20,4225.422720714123,4225.422720714123,4225.422720714123,4225.422720714123,1000000
2020-02-21,4230.219308412321,4230.219308412321,4230.219308412321,4230.219308412321,1000000
2020-02-24,4258.228888052831,4258.228888052831,4258.228888052831,4258.228888052831,1000000
2020-02-25,4325.765114287308,4325.765114287308,4325.765114287308,4325.765114287308,1000000
2020-02-26,4272.220123259815,4272.220123259815,4272.220123259815,4272.220123259815,1000000
2020-02-27,4363.348004327729,4363.348004327729,4363.348004327729,4363.348004327729,1000000
2020-02-28,4278.171620284538,4278.171620284538,4278.171620284538,4278.171620284538,1000000
2020-03-02,4271.677993424904,4271.677993424904,4271.677993424904,4271.677993424904,1000000
2020-03-03,4296.809010065838,4296.809010065838,4296.809010065838,4296.809010065838,1000000
2020-03-04,4308.88269395623,4308.88269395623,4308.88269395623,4308.88269395623,1000000
2020-03-05,4282.051302111332,4282.051302111332,4282.051302111332,4282.051302111332,1000000
2020-03-06,4273.139400579925,4273.139400579925,4273.139400579925,4273.139400579925,1000000
2020-03-09,4252.072783395791,4252.072783395791,4252.072783395791,4252.072783395791,1000000
2020-03-10,4227.012564970839,4227.012564970839,4227.012564970839,4227.012564970839,1000000
2020-03-11,4262.925352364174,4262.925352364174,4262.925352364174,4262.925352364174,1000000
2020-03-12,4278.144656027244,4278.144656027244,4278.144656027244,4278.144656027244,1000000
2020-03-13,4248.500981206501,4248.500981206501,4248.500981206501,4248.500981206501,1000000
2020-03-16,4286.720490741215,4286.720490741215,4286.720490741215,4286.720490741215,1000000
2020-03-17,4299.893562270582,4299.893562270582,4299.893562270582,4299.893562270582,1000000
2020-03-18,4334.845768188675,4334.845768188675,4334.845768188675,4334.845768188675,1000000
2020-03-19,4362.139207398096,4362.139207398096,4362.139207398096,4362.139207398096,1000000
2020-03-20,4325.97729099929,4325.97729099929,4325.97729099929,4325.97729099929,1000000
2020-03-23,4301.743986411885,4301.743986411885,4301.743986411885,4301.743986411885,1000000
2020-03-24,4333.890644131116,4333.890644131116,4333.890644131116,4333.890644131116,1000000
2020-03-25,4360.343423959295,4360.343423959295,4360.343423959295,4360.343423959295,1000000
2020-03-26,4359.4320426813765,4359.4320426813765,4359.4320426813765,4359.4320426813765,1000000
2020-03-27,4364.546850224179,4364.546850224179,4364.546850224179,4364.546850224179,1000000
2020-03-30,4420.311133189733,4420.311133189733,4420.311133189733,4420.311133189733,1000000
2020-03-31,4394.161837228257,4394.161837228257,4394.161837228257,4394.161837228257,1000000
2020-04-01,4418.2021815641065,4418.2021815641065,4418.2021815641065,4418.2021815641065,1000000
2020-04-03,4409.26890138331,4409.26890138331,4409.26890138331,4409.26890138331,1000000
2020-04-06,4399.670751785255,4399.670751785255,4399.670751785255,4399.670751785255,1000000
2020-04-07,4448.013315569521,4448.013315569521,4448.013315569521,4448.013315569521,1000000
2020-04-08,4484.727944681396,4484.727944681396,4484.727944681396,4484.727944681396,1000000
2020-04-09,4521.211638659793,4521.211638659793,4521.211638659793,4521.211638659793,1000000
2020-04-10,4580.2350984290915,4580.2350984290915,4580.2350984290915,4580.2350984290915,1000000
2020-04-13,4581.197123755574,4581.197123755574,4581.197123755574,4581.197123755574,1000000
2020-04-14,4612.438733661904,4612.438733661904,4612.438733661904,4612.438733661904,1000000
